Character,Type,Content
Narration,Narrative,
Narration,Narrative,Woody steps back into the hallway.
Narration,Narrative,
Narration,Narrative,"Oh, no!"
Narration,Narrative,
Narration,Narrative,"What a lovely hat, Mrs. Nesbit.  It"
Narration,Narrative,goes quite well with your head.
Narration,Narrative,
Narration,Narrative,"Woody thinks for a moment, then takes a few steps further"
Narration,Narrative,down the hall.  He CLEARS HIS THROAT.
Narration,Narrative,
Narration,Narrative,(high voice)
Narration,Narrative,"Hannah!  Oh, Hannah!"
Narration,Narrative,
Narration,Narrative,Hannah stops pouring tea and looks up.
Narration,Narrative,
Narration,Narrative,(yelling out her room)
Narration,Narrative,Mom?
Narration,Narrative,(to the dolls)
Narration,Narrative,"Please excuse me, ladies.  I'll be"
Narration,Narrative,right back.
Narration,Narrative,
Narration,Narrative,As soon as Hannah exits the room Buzz keels over face-down
Narration,Narrative,onto the table.
Narration,Narrative,
Narration,Narrative,"Hannah passes Woody, hidden in the Christmas lights, and"
Narration,Narrative,walks downstairs.
Narration,Narrative,
Narration,Narrative,"What is it, Mom?  Mom, where are you?"
Narration,Narrative,
Narration,Narrative,Woody bolts into Hannah's room.
Narration,Narrative,
Narration,Narrative,"Buzz!  Hey, Buzz!  Are you okay?"
Narration,Narrative,
Narration,Narrative,Buzz lifts his head up and wails in drunken despair.
Narration,Narrative,
Narration,Narrative,Gone!  It's all go-o-one!  All of
Narration,Narrative,it's gone.  Bye-bye!  Whoo-hoo!
Narration,Narrative,See ya!
Narration,Narrative,
Narration,Narrative,Woody picks up Buzz's severed arm.
Narration,Narrative,
Narration,Narrative,What happened to you?
Narration,Narrative,
Narration,Narrative,One minute you're defending the
Narration,Narrative,whole galaxy...
Narration,Narrative,(pointing at other dolls)
Narration,Narrative,...and suddenly you find yourself
Narration,Narrative,suckin' down Darjeeling with Marie
Narration,Narrative,Antoinette and her little sisters.
Narration,Narrative,
Narration,Narrative,The headless dolls turn and wave.
Narration,Narrative,
Narration,Narrative,Woody removes the teapot from the severed arm and sets it on
Narration,Narrative,the table.
Narration,Narrative,
Narration,Narrative,I think you've had enough tea for
Narration,Narrative,today.
Narration,Narrative,(helping Buzz up)
Narration,Narrative,"Let's get you out of here, Buzz."
Narration,Narrative,
Narration,Narrative,(grabbing Woody)
Narration,Narrative,Don't you get it?!  You see the hat?
Narration,Narrative,I am Mrs. Nesbit!!
Narration,Narrative,(hysterical laughter)
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,"Snap out of it, Buzz!"
Narration,Narrative,
Narration,Narrative,"Woody presses Buzz's helmet open, slaps him across the face"
Narration,Narrative,"with his own detached arm, and then politely closes the helmet."
Narration,Narrative,
Narration,Narrative,Buzz sobers up and calmly takes his severed arm from Woody.
Narration,Narrative,Buzz walks out of the room while Woody follows.
Narration,Narrative,
Narration,Narrative,(sober)
Narration,Narrative,I'm sorry.  You're right.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,(continued)
Narration,Narrative,"...I'm just a little depressed,"
Narration,Narrative,that's all.  I can get through this.
Narration,Narrative,
Narration,Narrative,Buzz reaches the center of the hallway and drops to his knees.
Narration,Narrative,
Narration,Narrative,"Oh, I'm a sham!!"
Narration,Narrative,
Narration,Narrative,(loud whisper)
Narration,Narrative,"Sh-h-h-h-h!!  Quiet, Buzz."
Narration,Narrative,
Narration,Narrative,Look at me!  I can't even fly out
Narration,Narrative,of a window!
Narration,Narrative,
Narration,Narrative,Woody stops short.  He looks down the hallway in the
Narration,Narrative,direction of Sid's room.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,Woody can see straight out Sid's window across the way to
Narration,Narrative,Andy's bedroom window.
Narration,Narrative,
Narration,Narrative,(continued)
Narration,Narrative,But -- the hat looked good.  Tell
Narration,Narrative,me the hat looked good!  The apron
Narration,Narrative,"is a bit much, it's not my color..."
Narration,Narrative,
Narration,Narrative,"Out the window...Buzz, you're a"
Narration,Narrative,genius!
Narration,Narrative,
Narration,Narrative,Woody grabs the coil of Christmas lights and drags Buzz
Narration,Narrative,towards Sid's room.
Narration,Narrative,
Narration,Narrative,(continued)
Narration,Narrative,"Come on, this way!"
Narration,Narrative,
Narration,Narrative,Years of Academy training...wasted!!
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,Mr. Potato Head and Hamm are playing Battleship.  Hamm's
Narration,Narrative,wearing Potato Head's hat.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,Miss.  G-6.
Narration,Narrative,
Narration,Narrative,Ohhh!  You sunk it!
Narration,Narrative,
Narration,Narrative,Heh-heh.
Narration,Narrative,
Narration,Narrative,Are you peeking?
Narration,Narrative,
Narration,Narrative,"Oh, quit your whining and pay up."
Narration,Narrative,
Narration,Narrative,Potato Head reaches for his ear.
Narration,Narrative,
Narration,Narrative,"No, no, not the ear.  Gimme the"
Narration,Narrative,nose.  C'mon!
Narration,Narrative,
Narration,Narrative,(pulling out his
Narration,Narrative,nose; nasally)
Narration,Narrative,How 'bout three out of five?
Narration,Narrative,
Narration,Narrative,He is about to hand his nose over to Hamm when...
Narration,Narrative,
Narration,Narrative,Hey guys!  Guys!  Hey!
Narration,Narrative,
Narration,Narrative,Both toys look across the way.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,Woody has just finished lifting Sid's window and waves to
Narration,Narrative,the toys.
Narration,Narrative,
Narration,Narrative,"Son of a building block, it's Woody!"
Narration,Narrative,
Narration,Narrative,He's in the psycho's bedroom!
Narration,Narrative,
Narration,Narrative,Hi!
Narration,Narrative,
Narration,Narrative,(into Andy's bedroom)
Narration,Narrative,"Everyone, it's Woody!"
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,"Slinky, Bo Peep and Rex look to the window."
Narration,Narrative,
Narration,Narrative,Woody?!
Narration,Narrative,
Narration,Narrative,You're kidding?
Narration,Narrative,
Narration,Narrative,Woody?!
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,"We're gonna get outta here, Buzz --"
Narration,Narrative,Buzz?
Narration,Narrative,
Narration,Narrative,Buzz is not there.  Woody looks down at the floor.
Narration,Narrative,
Narration,Narrative,"Buzz is sitting on the floor, playing ""bombs away"" with his"
Narration,Narrative,broken arm.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,The rest of Andy's toys gather around the window to see Woody.
Narration,Narrative,
Narration,Narrative,"Hey, look!"
Narration,Narrative,
Narration,Narrative,Woody!
Narration,Narrative,
Narration,Narrative,"Boy, am I glad to see you guys!"
Narration,Narrative,
Narration,Narrative,"I knew you'd come back, Woody!"
Narration,Narrative,
Narration,Narrative,What are you doing over there?
Narration,Narrative,
Narration,Narrative,"It's a long story, Bo.  I'll"
Narration,Narrative,"explain later.  Here, catch this!"
Narration,Narrative,
Narration,Narrative,Woody tosses one end of the Christmas lights over.  Slinky
Narration,Narrative,catches them.
Narration,Narrative,
Narration,Narrative,"I got it, Woody!"
Narration,Narrative,
Narration,Narrative,(overly excited)
Narration,Narrative,"He got it, Woody!"
Narration,Narrative,
Narration,Narrative,"Good going, Slink!  Now, just, just"
Narration,Narrative,tie it on to something!
Narration,Narrative,
Narration,Narrative,Wait!  Wait!  I got a better idea!
Narration,Narrative,How about we DON'T?!
Narration,Narrative,
Narration,Narrative,Potato Head grabs the string of lights away from Slinky.
Narration,Narrative,
Narration,Narrative,Hey?!!
Narration,Narrative,
Narration,Narrative,Potato Head!?
Narration,Narrative,
Narration,Narrative,Did you all take stupid pills this
Narration,Narrative,morning?!  Have you forgotten what
Narration,Narrative,he did to Buzz?  And now you want
Narration,Narrative,to let him back over here?
Narration,Narrative,
Narration,Narrative,"No, no, no!  You got it all wrong,"
Narration,Narrative,Potato Head.  Buzz is fine!  Buzz
Narration,Narrative,is right here.  He's with me!
Narration,Narrative,
Narration,Narrative,You are a liar!
Narration,Narrative,
Narration,Narrative,"No, I'm not!"
Narration,Narrative,(to Buzz)
Narration,Narrative,"Buzz, come over here and you just"
Narration,Narrative,tell the nice toys that you're not
Narration,Narrative,dead.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,"He doesn't respond, preoccupied with peeling off the sticker"
Narration,Narrative,on his wrist communicator.  He crumples it up and tosses it
Narration,Narrative,aside.
Narration,Narrative,
Narration,Narrative,(to Andy's toys)
Narration,Narrative,Just a sec.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,"Frantic, Woody walks over to the edge of the desk."
Narration,Narrative,
Narration,Narrative,Buzz!  Will you get up here and
Narration,Narrative,give me a hand?!
Narration,Narrative,
Narration,Narrative,Buzz's severed arm comes flying into view and lands by
Narration,Narrative,Woody's feet.
Narration,Narrative,
Narration,Narrative,(insincerely)
Narration,Narrative,"Ha ha.  That's very funny, Buzz."
Narration,Narrative,(exploding)
Narration,Narrative,This is serious!!
Narration,Narrative,
Narration,Narrative,"Hey, Woody!?  Where'd ya go?"
Narration,Narrative,
Narration,Narrative,He's lyin'.  Buzz ain't there.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,Woody reappears at the edge of Sid's window.  He pretends to
Narration,Narrative,notice something out of the other toy's view.
Narration,Narrative,
Narration,Narrative,(forced casualness)
Narration,Narrative,"Oh, hi Buzz!  Why don't you say"
Narration,Narrative,"""hello"" to the guys over there?"
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,suddenly appears with Woody holding the end just out of
Narration,Narrative,"sight.  Woody throws his voice, pretending to be Buzz."
Narration,Narrative,
Narration,Narrative,"Hi ya, fellas.  To infinity and"
Narration,Narrative,beyond!
Narration,Narrative,
Narration,Narrative,Hey look!  It's Buzz!
Narration,Narrative,
Narration,Narrative,(shaking the arm's hand)
Narration,Narrative,"Yeah, hey Buzz.  Let's show the"
Narration,Narrative,guys our new secret best-friends
Narration,Narrative,"hand shake.  Gimme five, man!"
Narration,Narrative,
Narration,Narrative,Something's screwy here.
Narration,Narrative,
Narration,Narrative,"So, you see?  We're friends now,"
Narration,Narrative,"guys.  Aren't we, Buzz?"
Narration,Narrative,(as BUZZ)
Narration,Narrative,You bet.  Gimme a hug.
Narration,Narrative,
Narration,Narrative,Woody makes Buzz's arm grab his neck and pull him forward.
Narration,Narrative,
Narration,Narrative,(continued; as himself)
Narration,Narrative,"Ha, ha, oh, I love you, too."
Narration,Narrative,
Narration,Narrative,See?  It is Buzz.  Now give back
Narration,Narrative,"the lights, Potato Head."
Narration,Narrative,
Narration,Narrative,Wait just a minute.  What are you
Narration,Narrative,trying to pull?!
Narration,Narrative,
Narration,Narrative,Nothing.
Narration,Narrative,
Narration,Narrative,Woody innocently shrugs and throws both his hands up...
Narration,Narrative,
Narration,Narrative,...exposing the severed arm.
Narration,Narrative,
Narration,Narrative,The toys all SCREAM in horror.  Rex clasps his hands to his
Narration,Narrative,mouth and turns away to BARF.
Narration,Narrative,
Narration,Narrative,"Realizing his mistake, Woody tries to hide the arm, but it's"
Narration,Narrative,too late.
Narration,Narrative,
Narration,Narrative,"Oh, that is disgusting."
Narration,Narrative,
Narration,Narrative,Murderer!
Narration,Narrative,
Narration,Narrative,"No!  No, no, no, no!"
Narration,Narrative,
Narration,Narrative,You murdering dog!
Narration,Narrative,
Narration,Narrative,"No, it's not what you think, I swear!"
Narration,Narrative,
Narration,Narrative,Save it for the jury.  I hope Sid
Narration,Narrative,"pulls your voice-box out, ya creep!"
Narration,Narrative,
Narration,Narrative,Potato Head drops the lights.
Narration,Narrative,
Narration,Narrative,No!  No!  Don't leave!  Don't leave!
Narration,Narrative,"You've gotta help us, please!  You"
Narration,Narrative,don't know what it's like over here!
Narration,Narrative,
Narration,Narrative,(to the other toys)
Narration,Narrative,Come on.  Let's get out of here.
Narration,Narrative,
Narration,Narrative,"Go back to your lives, citizens."
Narration,Narrative,Show's over.
Narration,Narrative,
Narration,Narrative,All the toys leave the window except Slinky.
Narration,Narrative,
Narration,Narrative,"Come back!  Slink!  Slink, please!"
Narration,Narrative,Please!  Listen to me!
Narration,Narrative,
Narration,Narrative,"Unable to look Woody in the eye, Slinky closes the blinds."
Narration,Narrative,
Narration,Narrative,(continued)
Narration,Narrative,No!  No!  Come back!  SLI-I-I-INKYYY!!
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,"As storm clouds roll over Sid's house, Woody slumps over the"
